regimen_synonym_id,regimen_synonym,source_id,regimen_id
1642,"folinic acid (leucovorin), fluorouracil, oxaliplatin hepatic arterial infusion chemotherapy",1,1194
1643,"folinic acid (leucovorin), fluorouracil, oxaliplatin hepatic arterial infusion chemotherapy and sorafenib",1,1183
1644,"folinic acid (leucovorin), fluorouracil, oxaliplatin, bevacizumab",1,1195
1645,"folinic acid (leucovorin), fluorouracil, oxaliplatin, cetuximab",1,1196
1646,"folinic acid (leucovorin), fluorouracil, oxaliplatin, irinotecan",1,1190
1647,"folinic acid (leucovorin), fluorouracil, oxaliplatin, irinotecan, bevacizumab",1,1191
1648,"folinic acid (leucovorin), fluorouracil, oxaliplatin, irinotecan, panitumumab",1,1199
1649,"folinic acid (leucovorin), fluorouracil, oxaliplatin, panitumumab",1,1197
1650,"folinic acid (leucovorin), fluorouracil, oxaliplatin, radiation therapy",1,1198
1651,"folinic acid, fluorouracil, irinotecan",1,1184
1652,"folinic acid, fluorouracil, irinotecan and ramucirumab",1,1188
1653,"folinic acid, fluorouracil, irinotecan, bevacizumab",1,1185
1654,"folinic acid, fluorouracil, irinotecan, cetuximab",1,1186
1655,"folinic acid, fluorouracil, irinotecan, oxaliplatin",1,1190
1656,"folinic acid, fluorouracil, irinotecan, oxaliplatin, bevacizumab",1,1191
1657,"folinic acid, fluorouracil, irinotecan, panitumumab",1,1187
1658,"folinic acid, fluorouracil, irinotecan, ziv-aflibercept",1,1189
1659,"folinic acid, fluorouracil, oxaliplatin",1,1139
1660,"folinic acid, fluorouracil, oxaliplatin 4",1,1139
1661,"folinic acid, fluorouracil, oxaliplatin alternating with simplified leucovorin, 5-fu, 2-weekly (every 2 weeks)",1,1193
1662,"folinic acid, fluorouracil, oxaliplatin hepatic arterial infusion chemotherapy",1,1194
1663,"folinic acid, fluorouracil, oxaliplatin hepatic arterial infusion chemotherapy and sorafenib",1,1183
1664,"folinic acid, fluorouracil, oxaliplatin, bevacizumab",1,1195
1665,"folinic acid, fluorouracil, oxaliplatin, cetuximab",1,1196
1666,"folinic acid, fluorouracil, oxaliplatin, irinotecan",1,1190
1667,"folinic acid, fluorouracil, oxaliplatin, irinotecan, bevacizumab",1,1191
1668,"folinic acid, fluorouracil, oxaliplatin, irinotecan, panitumumab",1,1199
1669,"folinic acid, fluorouracil, oxaliplatin, panitumumab",1,1197
1670,"folinic acid, fluorouracil, oxaliplatin, radiation therapy",1,1198
1671,"fotemustine, etoposide, ara-c (cytarabine), melphalan",1,1118
1672,fp,1,543
1673,fp,7,543
1674,fp and rt,1,549
1675,fr,1,1145
1676,fr,7,1145
1677,fufa,1,1209
1678,fufiri,1,1184
1679,fulv and bevacizumab (l-leucovorin),1,1211
1680,fuox and rt,1,1167
1681,fuox and tislelizumab,1,1158
1682,fup,7,543
1683,g+v,1,1248
1684,g-b,1,224
1685,g-clam,7,618
1686,"g-csf, clofarabine, ara-c (cytarabine)",1,619
1687,ga101 (obinutuzumab) and chlorambucil,1,504
1688,gazyva (obinutuzumab) and bendamustine,1,224
1689,gazyva (obinutuzumab) and venetoclax,1,1248
1690,"gazyva (obinutuzumab), bendamustine",1,224
1691,"gazyva (obinutuzumab), cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne",1,1225
1692,"gazyva (obinutuzumab), cyclophosphamide, vincristine, prednisone",1,1226
1693,"gazyva (obinutuzumab), fludarabine, cyclophosphamide",1,1227
1694,gc,1,391
1695,gc and atezolizumab,1,556
1696,gc and bevacizumab,1,391
1697,gc and camrelizumab,1,557
1698,gc and cetuximab,1,558
1699,gc and durvalumab,1,559
1700,gc and nab-paclitaxel,1,560
1701,gc and necitumumab,1,561
1702,gc and nivolumab,1,562
1703,gc and pembrolizumab,1,563
1704,gc and rt,1,564
1705,gc and toripalimab,1,565
1706,gca,1,391
1707,gcb,1,391
1708,gcb and atezolizumab,1,392
1709,gcb and durvalumab,1,394
1710,gcb and pembrolizumab,1,396
1711,gclac,1,619
1712,gclb,1,504
1713,gcp,1,395
1714,gcp,7,395
1715,gcs,1,1251
1716,gd,1,937
1717,gdoc,1,937
1718,"gefitinib, carboplatin, pemetrexed",1,395
1719,gem-cap,1,341
1720,gem-cap,7,341
1721,gemcap,1,341
1722,gemcitabine alternating with fluorouracil and radiation therapy,1,1253
1723,gemcitabine and capecitabine,1,341
1724,gemcitabine and carboplatin,1,391
1725,gemcitabine and cisplatin,1,391
1726,gemcitabine and docetaxel,1,937
1727,gemcitabine and oxaliplatin,1,1255
1728,gemcitabine and paclitaxel,1,391
1729,gemcitabine and platinol (cisplatin),1,391
1730,gemcitabine and radiation therapy,1,1244
1731,gemcitabine and taxol (paclitaxel),1,391
1732,"gemcitabine, carboplatin, atezolizumab",1,392
1733,"gemcitabine, carboplatin, dexamethasone",1,1228
1734,"gemcitabine, carboplatin, dexamethasone, rituximab",1,1229
1735,"gemcitabine, carboplatin, durvalumab",1,394
1736,"gemcitabine, carboplatin, paclitaxel",1,395
1737,"gemcitabine, carboplatin, pembrolizumab",1,396
1738,"gemcitabine, cetuximab, radiation therapy",1,1250
1739,"gemcitabine, cisplatin",1,391
1740,"gemcitabine, cisplatin, atezolizumab",1,556
1741,"gemcitabine, cisplatin, bevacizumab",1,391
1742,"gemcitabine, cisplatin, durvalumab",1,559
1743,"gemcitabine, cisplatin, nivolumab",1,562
1744,"gemcitabine, cisplatin, pembrolizumab",1,563
1745,"gemcitabine, cisplatin, toripalimab",1,565
1746,"gemcitabine, ddp (cisplatin), prednisone, thalidomide",1,1231
1747,"gemcitabine, dexamethasone, platinol (cisplatin)",1,1230
1748,"gemcitabine, herceptin (trastuzumab), pertuzumab",1,1259
1749,"gemcitabine, ifosfamide, platinol (cisplatin)",1,1261
1750,"gemcitabine, l-asparaginase, oxaliplatin, alternating with radiation therapy",1,1235
1751,"gemcitabine, oxaliplatin",1,1255
1752,"gemcitabine, oxaliplatin , sorafenib",1,1256
1753,"gemcitabine, oxaliplatin, bevacizumab",1,1257
1754,"gemcitabine, oxaliplatin, rituximab",1,1843
1755,"gemcitabine, platinol (cisplatin), camrelizumab",1,557
1756,"gemcitabine, taxotere (docetaxel), xeloda (capecitabine)",1,1273
1757,"gemcitabine, vinorelbine, doxil (doxorubicin liposomal)",1,1274
1758,"gemcitabine, vinorelbine, doxil (liposomal doxorubicin)",1,1274
1759,"gemcitabine, vinorelbine, doxil (pegylated liposomal doxorubicin)",1,1274
1760,"gemcitabine, vinorelbine, platinol (cisplatin)",1,1275
1761,"gemcitabine, vinorelbine, prednisolone",1,1275
1762,gemox-r,1,1843
1763,"german multicenter study group for the treatment of adult acute lymphoblastic leukemia, rituximab",1,1265
1764,glasdegib and low dose ara-c (cytarabine),1,1262
1765,gop,1,1252
1766,goserelin and radiation therapy,1,1267
1767,gp,1,391
1768,gp and camrelizumab,1,557
1769,groc,7,1843
1770,gs,1,1245
1771,gt,1,391
1772,gv,1,1248
1773,gve,1,1248
1774,h+d,1,338
1775,h-cap,7,495
1776,hd,1,101
1777,hd il-2,1,1293
1778,hd-vac,7,1624
1779,hdac,1,1292
1780,hdac,7,1292
1781,hdac and g-csf,1,1289
1782,hdara-c,7,1292
1783,hdarac,1,1292
1784,hdi,1,1366
1785,hdm,1,338
1786,hdmtx,7,1334
1787,hdmtx-cf,7,1623
1788,hdmtx/lv,7,1623
1789,hdpeb,7,232
1790,head start iii regimen d,1,681
1791,herceptin (trastuzumab) and docetaxel,1,338
1792,herceptin (trastuzumab) and taxotere (docetaxel),1,338
1793,"hexalen (altretamine), cyclophosphamide, adrucil (fluorouracil), folex (methotrexate)",1,1285
1794,hexamethylmelamine (altretamine) and ddp (cisplatin),1,101
1795,hidac,1,1292
1796,hidac,7,1292
1797,hidac-3-5,1,71
1798,hidac-3-7,1,71
1799,high dose ara-c (cytarabine),1,1292
1800,high dose ara-c (cytarabine) and all-trans retinoic acid,1,1288
1801,high dose ara-c (cytarabine) and granulocyte colony stimulating factor,1,1289
1802,high dose ara-c (cytarabine) and midostaurin,1,1290
1803,high dose ara-c (cytarabine) and quizartinib,1,1291
1804,high dose arac (cytarabine),1,1292
1805,"high dose, methylprednisolone and rituximab",1,1281
1806,"high dose, methylprednisolone, rituximab",1,1281
1807,high-dose ara-c (cytarabine) and mitoxantrone,1,1278
1808,high-dose ara-c (cytarabine) and mitoxantrone and imatinib,1,1279
1809,"high-dose ara-c (cytarabine), 3 days of daunorubicin, 5 days of etoposide",1,71
1810,"high-dose ara-c (cytarabine), 3 days of daunorubicin, 7 days of etoposide",1,71
1811,"high-dose ara-c (cytarabine), mitoxantrone",1,1278
1812,high-dose interferon,1,1366
1813,high-dose melphalan,1,338
1814,"high-dose methotrexate, adriamycin (doxorubicin)",1,108
1815,"high-dose methotrexate, adriamycin (doxorubicin), bleomycin, cyclophosphamide, dactinomycin",1,1504
1816,"high-dose methotrexate, adriamycin (doxorubicin), platinol (cisplatin)",1,1515
1817,"high-dose methotrexate, adriamycin (doxorubicin), platinol (cisplatin), ifosfamide",1,1516
1818,"high-dose methotrexate, adriamycin (doxorubicin), platinol (cisplatin), ifosfamide, etoposide",1,669
1819,"high-dose methotrexate, bleomycin, cyclophosphamide, dactinomycin",1,1501
1820,hmtx,7,1334
1821,"homoharringtonine (omacetaxine), ara-c (cytarabine), aclarubicin",1,1276
1822,"homoharringtonine (omacetaxine), ara-c (cytarabine), daunorubicin",1,1277
1823,hop,1,125
1824,hop,7,125
1825,ht,1,338
1826,"hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone",1,125
1827,hydroxyurea and radiation therapy,1,1300
1828,hyper-cvad + r,7,1846
1829,"hyperfractionated cyclophosphamide, hiigh-dose ara-c (cytarabine) and methotrexate",1,1309
1830,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone",1,1303
1831,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone alternating with methorexate and ara-c (cytarabine) and dasatinib",1,1305
1832,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone alternating with methorexate and ara-c (cytarabine) and imatinib",1,1307
1833,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone alternating with methorexate and ara-c (cytarabine) and ponatinib",1,1308
1834,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone alternating with methotrexate, ara-c (cytarabine)",1,1304
1835,"hyperfractionated cyclophosphamide, vincristine, adriamycin (doxorubicin), dexamethasone alternating with methotrexate, ara-c (cytarabine), with everolimus",1,1306
1836,i-chop,1,520
1837,ia,1,13
1838,ibr,1,227
1839,"ibritumomab tiuxetan, fludarabine, cyclophosphamide",1,1
1840,"ibrutinib, bendamustine, rituximab",1,227
1841,"ibrutinib, fludarabine, cyclophosphamide, rituximab",1,1337
1842,"ibrutinib, rituximab, cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne alternating with rituximab, dexamethasone, high-dose ara-c (cytarabine), oxaliplatin",1,1389
1843,"ibrutinib, rituximab, cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne alternating with rituximab, dexamethasone, high-dose ara-c (cytarabine), platinol (cisplatin)",1,1390
1844,ic,1,399
1845,ic and norethandrolone,1,1319
1846,ice,1,93
1847,ice,7,93
1848,ice-r,1,1847
1849,id,1,1412
1850,id,7,1412
1851,idac,1,18
1852,idarubicin and ara-c (cytarabine),1,13
1853,"idarubicin, ara-c (cytarabine), pravastatin",1,1310
1854,"idarubicin, cytarabine, etoposide",1,93
1855,"idarubicin, cytarabine, etoposide, all-trans retinoic acid",1,1320
1856,"idarubicin, cytarabine, lomustine",1,1322
1857,"idarubicin, cytarabine, norethandrolone",1,1319
1858,"idarubicin, cytarabine, norethandrolone alternating with 6-mp, mtx, norethandrolone",1,1319
1859,idd-etc,1,1329
1860,idelar,1,1332
1861,if,1,1184
1862,ifn and dex,1,1360
1863,ifn and dexamethasone,1,1360
1864,ifn and prednisone,1,1363
1865,ifn and thalidomide,1,1364
1866,ifn-a and dex,1,1360
1867,ifn-a and dexamethasone,1,1360
1868,ifn-a and prednisone,1,1363
1869,ifn-a and thalidomide,1,1364
1870,ifosfamide and etoposide,1,1336
1871,"ifosfamide, carboplatin, etoposide",1,93
1872,"ifosfamide, carboplatin, etoposide, rituximab",1,1847
1873,"ifosfamide, etoposide",1,1336
1874,"ifosfamide, gemcitabine, vinorelbine",1,1347
1875,"ifosfamide, gemcitabine, vinorelbine, granulocyte colony stimulating factor",1,1348
1876,"ifosfamide, methotrexate, vp-16 (etoposide)",1,1075
1877,"ifosfamide, platinol (cisplatin), bleomycin, cyclophosphamide, dactinomycin",1,1382
1878,"ifosfamide, vincristine, actinomycin-d (dactinomycin)",1,2069
1879,"ifosfamide, vincristine, dactinomycin",1,2069
1880,"ifosfamide, vp-16 (etoposide), epirubicin",1,1409
1881,ig,1,1341
1882,iht,1,1369
1883,il-2 monotherapy,1,1349
1884,ild,1,1391
1885,imatinib and low dose ara-c,1,1351
1886,imvp-16,1,1075
1887,imvp-16,7,1075
1888,induction is received by all patients and consists of 2 cycles of map. the remainder of this protocol is for good responders.,1,1517
1889,induction is received by all patients and consists of 2 cycles of map; subsequent treatments in this protocol are for poor responders.,1,669
1890,"intense dose-dense epirubicin, nab-paclitaxel, cyclophosphamide",1,1328
1891,"intense dose-dense epirubicin, paclitaxel, cyclophosphamide",1,1329
1892,"intense dose-dense epirubicin, taxol (paclitaxel), cyclophosphamide",1,1329
1893,"intensified cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone",1,520
1894,"intensive cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne",1,520
1895,interferon alfa and dex,1,1360
1896,interferon alfa and prednisone,1,1363
1897,interferon alfa and thalidomide,1,1364
1898,interferon and dex,1,1360
1899,interferon and dexamethasone,1,1360
1900,interferon and prednisone,1,1363
1901,interferon and thalidomide,1,1364
1902,intermediate dose ara-c (cytarabine),1,18
1903,intermediate dose ara-c (cytarabine) and sorafenib,1,1324
1904,intermediate-dose cytarabine monotherapy (idac),1,18
1905,intermittent hormone therapy,1,1369
1906,intron a and dex,1,1360
1907,intron a and dexamethasone,1,1360
1908,intron a and prednisone,1,1363
1909,intron a and thalidomide,1,1364
1910,ip,1,399
1911,ip,7,399
1912,ipilimumab and radiation therapy,1,1385
1913,"ipilimumab, then nivolumab",1,1387
1914,irinotecan and 5-fluorouracil,1,1184
1915,irinotecan and carboplatin,1,399
1916,irinotecan and cisplatin,1,399
1917,irinotecan and oxaliplatin,1,1402
1918,irinotecan and paraplatin (carboplatin),1,399
1919,irinotecan and platinol (cisplatin),1,399
1920,irinotecan and s-1,1,1400
1921,"irinotecan, fluorouracil, leucovorin",1,1338
1922,"irinotecan, fluorouracil, leucovorin (folinic acid)",1,1338
1923,"irinotecan, fluorouracil, leucovorin (folinic acid), bevacizumab",1,1339
1924,"irinotecan, fluorouracil, leucovorin, bevacizumab",1,1339
1925,"irinotecan, platinol (cisplatin)",1,399
1926,"irinotecan, s-1, bevacizumab",1,1401
1927,"isatuximab, kyprolis (carfilzomib), low-dose dexamethasone",1,1403
1928,"isatuximab, pomalidomide, dexamethasone",1,1404
1929,"isatuximab, pomalidomide, low-dose dexamethasone",1,1404
1930,"isatuximab, revlimid (lenalidomide), velcade (bortezomib), dexamethasone",1,1405
1931,isotretinoin and dinutuximab,1,1406
1932,itp,7,2005
1933,iva,1,2069
1934,ixa,1,1413
1935,ixa dex,1,1412
1936,ixa monotherapy,1,1413
1937,ixa-lendex,1,1391
1938,ixa-revdex,1,1391
1939,ixazomib,1,1413
1940,ixazomib dex,1,1412
1941,"ixazomib, dexamethasone, rituximab",1,1335
1942,"ixazomib, lenalidomide, dex",1,1391
1943,"ixazomib, lenalidomide, dexamethasone",1,1391
1944,"ixazomib, revlimid (lenalidomide), low-dose dexamethasone",1,1391
1945,"ixazomib, revlimid, dex",1,1391
1946,"ixazomib, revlimid, dexamethasone",1,1391
1947,ixazomib-lendex,1,1391
1948,ixazomib-rd,1,1391
1949,ixazomib-revdex,1,1391
1950,k,1,454
1951,kcyd,1,1416
1952,kd,1,451
1953,kdd,1,847
1954,kdr,1,730
1955,"keytruda, pomalidomide, dexamethasone",1,1787
1956,"keytruda, pomalyst, dex",1,1787
1957,"keytruda, pomalyst, dexamethasone",1,1787
1958,keytruda-pd,1,1787
1959,keytruda-pomdex,1,1787
1960,kpd,1,781
1961,kr,1,452
1962,krd,1,730
1963,krd,7,730
1964,kyprolis,1,454
1965,kyprolis (carfilzomib) and low-dose dexamethasone,1,451
1966,kyprolis (carfilzomib) and revlimid (lenalidomide),1,452
1967,"kyprolis (carfilzomib), cyclophosphamide, dexamethasone",1,1416
1968,"kyprolis (carfilzomib), dexamethasone, platinol (cisplatin), adriamycin (doxorubicin), cyclophosphamide, etoposide (toposar)",1,1417
1969,"kyprolis (carfilzomib), low-dose dexamethasone, daratumumab",1,847
1970,"kyprolis (carfilzomib), melphalan, prednisone",1,1421
1971,"kyprolis (carfilzomib), pomalidomide, dexamethasone",1,781
1972,"kyprolis (carfilzomib), revlimid (lenalidomide), dexamethasone, platinol (cisplatin), adriamycin (doxorubicin), cyclophosphamide, etoposide",1,1422
1973,"kyprolis (carfilzomib), revlimid (lenalidomide), low-dose dexamethasone",1,730
1974,"kyprolis (carfilzomib), revlimid (lenalidomide), low-dose dexamethasone, low-dose cyclophosphamide",1,1423
1975,"kyprolis (carfilzomib), revlimid (lenalidomide),dexamethasone, platinol (cisplatin), adriamycin (doxorubicin), cyclophosphamide, etoposide (toposar)",1,1422
1976,"kyprolis (carfilzomib), thalidomide, dexamethasone",1,1424
1977,kyprolis and dex,1,451
1978,kyprolis and dexamethasone,1,451
1979,kyprolis and farydak,1,453
1980,kyprolis and panobinostat,1,453
1981,kyprolis monotherapy,1,454
1982,"kyprolis, lendex",1,730
1983,"kyprolis, melphalan, prednisone",1,1421
1984,"kyprolis, pomalidomide, dex",1,781
1985,"kyprolis, pomalidomide, dexamethasone",1,781
1986,"kyprolis, pomalyst, dex",1,781
1987,"kyprolis, pomalyst, dexamethaonse",1,781
1988,"kyprolis, revlimid, dex",1,730
1989,"kyprolis, revlimid, dexamethasone",1,730
1990,"kyprolis, thaldex",1,1424
1991,"kyprolis, thalomid, dex",1,1424
1992,"kyprolis, thalomid, dexamethasone",1,1424
1993,kyprolis-mp,1,1421
1994,kyprolis-pomdex,1,781
1995,l+t,1,1440
1996,"l-folinic acid (leucovorin), fluorouracil, irinotecan, cetuximab",1,1186
1997,"l-folinic acid, fluorouracil, irinotecan",1,1184
1998,"l-folinic acid, fluorouracil, irinotecan, bevacizumab",1,1185
1999,"l-folinic acid, fluorouracil, irinotecan, cetuximab",1,1186
2000,"l-folinic acid, fluorouracil, irinotecan, oxaliplatin, bevacizumab",1,1191
2001,"l-folinic acid, fluorouracil, oxaliplatin",1,1139
2002,"l-folinic acid, fluorouracil, oxaliplatin alternating with simplified l-leucovorin, 5-fu, 2-weekly (every 2 weeks)",1,1193
2003,"l-folinic acid, fluorouracil, oxaliplatin, irinotecan, bevacizumab",1,1191
2004,l-m-dex,1,1620
2005,"l-pam (melphalan), endoxan (cyclophosphamide), etoposide, dexamethasone",1,1448
2006,lcyd,1,730
2007,ld,1,1449
2008,ld il-2,1,1489
2009,ldac,1,1488
2010,ldc,1,730
2011,len,1,1454
2012,lenalidomide,1,1454
2013,lenalidomide and dexamethasone,1,1449
2014,lenalidomide and low-dose dexamethasone,1,1449
2015,lenalidomide and prednisone,1,1451
2016,lenalidomide and rituximab,1,1452
2017,"lenalidomide, bortezomib, cyclophosphamide, dex",1,1891
2018,"lenalidomide, bortezomib, cyclophosphamide, dexamethasone",1,1891
2019,"lenalidomide, bortezomib, dex",1,1890
2020,"lenalidomide, bortezomib, dexamethasone",1,1890
2021,"lenalidomide, carfilzomib, dex",1,730
2022,"lenalidomide, carfilzomib, dexamethasone",1,730
2023,"lenalidomide, dexamethasone, cyclophosphamide",1,730
2024,"lenalidomide, melphalan, dexamethasone",1,1620
2025,"lenalidomide, mp",1,1617
2026,"lenalidomide, rituximab, cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone given every 21 days",1,1861
2027,lenalidomide-vd,1,1890
2028,lencydex,1,730
2029,lendex,1,1449
2030,lendex-ixa,1,1391
2031,lenpred,1,1451
2032,leucovorin (folinic acid) and 5-fu for 2 days,1,1209
2033,leucovorin and 5-fu for 2 days,1,1209
2034,"leucovorin and 5-fu, two days out of the month",1,1209
2035,"leukeran (chlorambucil), oncovin (vincristine), procarbazine, prednisone",1,1485
2036,"leukeran (chlorambucil), oncovin (vincristine), procarbazine, prednisone alternating with etoposide, vinblastine, adriamycin (doxorubicin), prednisone",1,1486
2037,liposomal cytarabine and daunorubicin,1,729
2038,"liposomal doxorubicin, cisplatin, fluorouracil",1,1447
2039,lmp,1,1617
2040,lodac,1,1488
2041,"lomustine, temozolomide, radiation therapy",1,1483
2042,low dose ara-c (cytarabine),1,1488
2043,low dose ara-c (cytarabine) and venetoclax,1,1477
2044,low-dose ara-c (cytarabine),1,1488
2045,"low-dose velcade (bortezomib), thalidomide, dexamethasone",1,2141
2046,lr,1,1452
2047,lr-chop-21,1,1861
2048,lv,7,1209
2049,lv5fu-p,7,1338
2050,lv5fu2,1,1209
2051,lv5fu2,7,1209
2052,lvp,1,1428
2053,lvp .22sandwich.22,1,1428
2054,"m-a-msa (amsacrine), ara-c (cytarabine), etoposide",1,1507
2055,m-amsa (amsacrine) and ara-c (cytarabine),1,108
2056,m-dex,1,1537
2057,m2,7,2084
2058,ma,1,108
2059,mac,1,18
2060,mae,1,93
2061,mapie,1,669
2062,"maximum-strength rituximab, cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), predniso(lo)ne alternating with rituximab, high-dose ara-c (cytarabine)",1,1519
2063,mayo regimen,7,1509
2064,mbd,7,1521
2065,mbp,7,1521
2066,mc,1,759
2067,mc,7,759
2068,mchop,1,518
2069,mcop,1,648
2070,mcp,1,1481
2071,mcp,7,1481
2072,mcp (prednisolone),1,1481
2073,me,1,1069
2074,mec,1,93
2075,mec,7,93
2076,"meccnu (semustine), oncovin (vincristine), fluorouracil",1,1604
2077,"mechlorethamine, oncovin (vincristine), procarbazine, prednisone",1,1609
2078,"mechlorethamine, vinblastine, procarbazine, prednisone",1,1630
2079,medroxyprogesterone and tamoxifen,1,1531
2080,medroxyprogesterone monotherapy,1,1532
2081,melph,1,338
2082,melphalan,1,338
2083,melphalan and prednisolone,1,1539
2084,melphalan and prednisone,1,1539
2085,melphalan and tbi,1,1490
2086,"melphalan and tbi, then auto hsct",1,1490
2087,melphalan and total body irradiation,1,1490
2088,melphalan flufenamide monotherapy,1,1540
2089,melphalan monotherapy,1,338
2090,"melphalan, lenalidomide, prednisone",1,1617
2091,"melphalan, prednisone, lenalidomide",1,1617
2092,"melphalan, prednisone, revlimid (lenalidomide)",1,1617
2093,"melphalan, prednisone, thalidomide",1,1618
2094,"melphalan, prednisone, velcade (bortezomib)",1,1619
2095,"melphalan, revlimid (lenalidomide), dexamethasone",1,1620
2096,"melphalan, revlimid, prednisone",1,1617
2097,"melphalan, thalidomide, prednisone",1,1618
2098,"melphalan, then fludarabine, busulfan, atg, then allo hsct",1,1541
2099,"melphalan, then melphalan and busulfan",1,1542
2100,"melphalan, then melphalan and tbi",1,1543
2101,"melphalan, then tbi, then allo hsct",1,1544
2102,memorial sloan-kettering protocol,7,1918
2103,mercaptopurine and whole brain radiation therapy,1,1549
2104,"mesna, adriamycin (doxorubicin), ifosfamide, dacarbazine",1,1514
2105,"mesna, ifosfamide, novantrone (mitoxantrone), etoposide",1,1578
2106,"methotrexate (moderate dose), bleomycin, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), dexamethasone",1,1498
2107,methotrexate and 5-fluorouracil,1,1156
2108,methotrexate and fluorouracil,1,1156
2109,"methotrexate, adriamycin (doxorubicin), cyclophosphamide, ccnu (lomustine)",1,1506
2110,"methotrexate, adriamycin (doxorubicin), cyclophosphamide, oncovin (vincristine), prednisone, bleomycin",1,1510
2111,"methotrexate, ara-c (cytarabine), thiotepa, rituximab",1,1518
2112,"methotrexate, bcnu (carmustine), vumon (teniposide), prednisone",1,1522
2113,"methotrexate, ccnu (lomustine), procarbazine",1,1481
2114,"methotrexate, cisplatin, vinblastine",1,1526
2115,"methotrexate, etoposide, ifosfamide",1,1502
2116,"methotrexate, etoposide, steroid (dexamethasone), peg-a-sparaginase alternating with radiation ttherapy",1,1555
2117,"methotrexate, platinol (cisplatin), bleomycin",1,260
2118,"methotrexate, procarbazine, vincristine",1,1619
2119,"methotrexate, rt, cyclophosphamide",1,780
2120,"methotrexate, taxol (paclitaxel), ifosfamide, platinol (cisplatin)",1,1503
2121,"methotrexate, temozolomide, rituximab",1,1621
2122,"methotrexate, then cytarabine",1,1564
2123,"methotrexate, then cytarabine and thiotepa",1,1565
2124,"methotrexate, vinblastine, adriamycin (doxorubicin), cisplatin",1,1624
2125,"methotrexate, vinblastine, adriamycin, cisplatin",1,1624
2126,"methotrexate, vinblastine, epirubicin, cisplatin",1,1627
2127,"methotrexate, vp16 (etoposide), bcnu (carmustine), methylprednisolone",1,1626
2128,mf,1,1156
2129,mfolfirinox,1,1192
2130,mfolfirinox (no folinic acid),1,1192
2131,mfolfox6,1,1139
2132,mfolfox6 (l-leucovorin),1,1139
2133,mfolfox6 and cetuximab,1,1196
2134,mfolfox6-b,1,1195
2135,mfolfox6-b (l-leucovorin),1,1195
2136,mfolfox7,1,1139
2137,mfolfox7 (l-leucovorin),1,1139
2138,mfolfoxiri and cetuximab,1,1574
2139,mgemox,1,1255
2140,mice,1,93
2141,mice,7,93
2142,midac,1,18
2143,mifa,7,1106
2144,mifl,1,1338
2145,mifl,7,1338
2146,mifl and bevacizumab,1,1339
2147,"mini (lower intensity) hyperfractionated cyclophosphamide, vincristine, dexamethasone alternating with methotrexate and ara-c (cytarabine) and inotuzumab ozogamicin",1,1580
2148,mini-beam,1,214
2149,mini-beam,7,214
2150,"mini-dose cyclophosphamide, hydroxydaunorubicin (doxorubicin), oncovin (vincristine), prednisone, followed by fludarabine",1,1581
2151,mip,1,1576
2152,mitomycin and vinblastine,1,1584
2153,"mitomycin, cisplatin, fluorouracil",1,1524
2154,"mitomycin, ifosfamide, cisplatin",1,1576
2155,"mitomycin, ifosfamide, platinol (cisplatin)",1,1576
2156,"mitomycin, vinblastine, platinol (cisplatin)",1,1619
2157,"mitomycin, vindesine, platinol (cisplatin)",1,1619
2158,"mitomycin, vindesine, platinol (cisplatin), radiation therapy",1,1629
2159,"mitomycin-c, mitoxantrone, methotrexate",1,1596
2160,"mitotane, etoposide, doxorubicin, platinol (cisplatin)",1,1586
2161,mitoxantrone and ara-c (cytarabine),1,18
2162,mitoxantrone and etoposide,1,1069
2163,mitoxantrone and intermediate-dose ara-c (cytarabine),1,18
2164,mitoxantrone and vinorelbine,1,1591
2165,"mitoxantrone, ara-c (cytarabine), etoposide",1,93
2166,"mitoxantrone, chlorambucil, prednisolone",1,1481
2167,"mitoxantrone, chlorambucil, prednisone",1,1481
2168,"mitoxantrone, cyclophosphamide, oncovin (vincristine), prednisolone",1,648
2169,"mitoxantrone, cyclophosphamide, oncovin (vincristine), prednisone",1,648
2170,"mitoxantrone, cytarabine, etoposide",1,93
2171,"mitoxantrone, etoposide, cytarabine",1,93
2172,mkp,1,1421
2173,mm,7,1472
2174,mob-iii,7,1603
2175,moca,7,655
