legacy_anchor_drug_id,legacy_anchor_drug_name,quarantine_reason
32886,ve303,no_rxnorm_ingredient_evidence
32887,veal,no_rxnorm_ingredient_evidence
32888,vebicorvir,no_rxnorm_ingredient_evidence
32889,vebreltinib,no_rxnorm_ingredient_evidence
32890,vebufloxacin,no_rxnorm_ingredient_evidence
32891,vecabrutinib,no_rxnorm_ingredient_evidence
32892,vecabrutinib succinate,no_rxnorm_ingredient_evidence
32893,vecilmeran,no_rxnorm_ingredient_evidence
32894,vector-peptide conjugated paclitaxel,no_rxnorm_ingredient_evidence
32896,vedaclidine,no_rxnorm_ingredient_evidence
32897,vedaprofen,no_rxnorm_ingredient_evidence
32899,vedroprevir,no_rxnorm_ingredient_evidence
32900,veenat,no_rxnorm_ingredient_evidence
32901,vegfr 2 kinase inhibitor i,no_rxnorm_ingredient_evidence
32902,vegfr inhibitor,no_rxnorm_ingredient_evidence
32903,vegfr inhibitor krn951,no_rxnorm_ingredient_evidence
32904,vegfr2 tyrosine kinase inhibitor pf-00337210,no_rxnorm_ingredient_evidence
32905,vegfr2-169,no_rxnorm_ingredient_evidence
32906,vegfr2-targeted contrast agent br55,no_rxnorm_ingredient_evidence
32907,vegfr2/pdgfr/c-kit/flt-3 inhibitor su014813,no_rxnorm_ingredient_evidence
32908,vegfr3 inhibitor evt801,no_rxnorm_ingredient_evidence
32909,veglin,no_rxnorm_ingredient_evidence
32910,vegzelga,no_rxnorm_ingredient_evidence
32913,velaresol,no_rxnorm_ingredient_evidence
32914,velbastine,no_rxnorm_ingredient_evidence
32915,veldoreotide,no_rxnorm_ingredient_evidence
32916,veledimex,no_rxnorm_ingredient_evidence
32917,velexbru,no_rxnorm_ingredient_evidence
32918,veliflapon,no_rxnorm_ingredient_evidence
32919,velimogene aliplasmid,no_rxnorm_ingredient_evidence
32920,veliparib,no_rxnorm_ingredient_evidence
32922,velneperit,no_rxnorm_ingredient_evidence
32924,velsecorat,no_rxnorm_ingredient_evidence
32925,veltuzumab,no_rxnorm_ingredient_evidence
32926,velucovacap,no_rxnorm_ingredient_evidence
32927,velufenacin,no_rxnorm_ingredient_evidence
32928,velusetrag,no_rxnorm_ingredient_evidence
32929,velusetrag hydrochloride,no_rxnorm_ingredient_evidence
32930,vemircopan,no_rxnorm_ingredient_evidence
32931,vemtoberant,no_rxnorm_ingredient_evidence
32933,venadaparib,no_rxnorm_ingredient_evidence
32935,venglustat,no_rxnorm_ingredient_evidence
32936,venglustat malate,no_rxnorm_ingredient_evidence
32937,venison,no_rxnorm_ingredient_evidence
32939,venlafaxine hydrochloride extended release,no_rxnorm_ingredient_evidence
32940,venopirin,no_rxnorm_ingredient_evidence
32941,venritidine,no_rxnorm_ingredient_evidence
32942,vensobafusp alfa,no_rxnorm_ingredient_evidence
32943,vepafestinib,no_rxnorm_ingredient_evidence
32945,vepefos,no_rxnorm_ingredient_evidence
32946,vepeside,no_rxnorm_ingredient_evidence
32947,vepox,no_rxnorm_ingredient_evidence
32948,vepsid,no_rxnorm_ingredient_evidence
32949,vepside,no_rxnorm_ingredient_evidence
32950,vepsitamab,no_rxnorm_ingredient_evidence
32951,veradoline,no_rxnorm_ingredient_evidence
32952,veradoline hydrochloride,no_rxnorm_ingredient_evidence
32955,veravorin,no_rxnorm_ingredient_evidence
32956,verazide,no_rxnorm_ingredient_evidence
32957,verbenone,no_rxnorm_ingredient_evidence
32958,verbrinacogene setparvovec,no_rxnorm_ingredient_evidence
32959,vercirnon,no_rxnorm_ingredient_evidence
32960,vercirnon sodium,no_rxnorm_ingredient_evidence
32961,vercite,no_rxnorm_ingredient_evidence
32963,verdiperstat,no_rxnorm_ingredient_evidence
32964,verdoheme,no_rxnorm_ingredient_evidence
32966,verilopam,no_rxnorm_ingredient_evidence
32967,verilopam hydrochloride,no_rxnorm_ingredient_evidence
32968,verinurad,no_rxnorm_ingredient_evidence
32970,verlukast,no_rxnorm_ingredient_evidence
32971,vernakalant,no_rxnorm_ingredient_evidence
32972,vernakalant hydrochloride,no_rxnorm_ingredient_evidence
32973,verofylline,no_rxnorm_ingredient_evidence
32974,verosudil,no_rxnorm_ingredient_evidence
32975,verosudil hydrochloride,no_rxnorm_ingredient_evidence
32976,verpacamide a,no_rxnorm_ingredient_evidence
32977,verpasep caltespen,no_rxnorm_ingredient_evidence
32978,versatrim,no_rxnorm_ingredient_evidence
32980,verteporfin c isomer,no_rxnorm_ingredient_evidence
32981,verteporfin d isomer,no_rxnorm_ingredient_evidence
32982,verticillium albo-atrum,no_rxnorm_ingredient_evidence
32983,verubecestat,no_rxnorm_ingredient_evidence
32984,verubulin,no_rxnorm_ingredient_evidence
32985,verucerfont,no_rxnorm_ingredient_evidence
32986,verz,no_rxnorm_ingredient_evidence
32987,verzenios,no_rxnorm_ingredient_evidence
32988,ves-atra,no_rxnorm_ingredient_evidence
32989,vesatolimod,no_rxnorm_ingredient_evidence
32990,vesencumab,no_rxnorm_ingredient_evidence
32991,vesicant,no_rxnorm_ingredient_evidence
32992,vesicular stomatitis virus-based therapeutic agent,no_rxnorm_ingredient_evidence
32993,vesigenurtucel-l,no_rxnorm_ingredient_evidence
32994,vesleteplirsen,no_rxnorm_ingredient_evidence
32995,vesnarinone,no_rxnorm_ingredient_evidence
32997,vespula maculifrons venom protein,no_rxnorm_ingredient_evidence
32999,vespula squamosa venom protein,no_rxnorm_ingredient_evidence
33000,vespula vulgaris venom protein,ambiguous_legacy_anchor_evidence
33001,vestipitant,no_rxnorm_ingredient_evidence
33002,vestipitant mesylate,no_rxnorm_ingredient_evidence
33004,vetrabutine,no_rxnorm_ingredient_evidence
33005,veverimer,no_rxnorm_ingredient_evidence
33006,vevoctadekin,no_rxnorm_ingredient_evidence
33007,vevorisertib,no_rxnorm_ingredient_evidence
33009,vg161,no_rxnorm_ingredient_evidence
33010,vga039,no_rxnorm_ingredient_evidence
33011,vgb-r04,no_rxnorm_ingredient_evidence
33012,vgm-r02b,no_rxnorm_ingredient_evidence
33013,vgv-1,no_rxnorm_ingredient_evidence
33014,vhl peptide vaccine,no_rxnorm_ingredient_evidence
33015,vhl peptides,no_rxnorm_ingredient_evidence
33016,viagenpumatucel-l,no_rxnorm_ingredient_evidence
33017,vibapapogene autoleucel,no_rxnorm_ingredient_evidence
33019,vibosameran,no_rxnorm_ingredient_evidence
33020,vibostolimab,no_rxnorm_ingredient_evidence
33021,vibozilimod,no_rxnorm_ingredient_evidence
33022,vibrio cholera neuraminidase,no_rxnorm_ingredient_evidence
33024,"vibrio cholerae inaba 48 classical biotype, heat inactivated",no_rxnorm_ingredient_evidence
33025,"vibrio cholerae inaba 6973 el tor biotype, formalin inactivated",no_rxnorm_ingredient_evidence
33026,"vibrio cholerae ogawa 50 classical biotype, formalin inactivated",no_rxnorm_ingredient_evidence
33027,"vibrio cholerae ogawa 50 classical biotype, heat inactivated",no_rxnorm_ingredient_evidence
33028,vibriolysin,no_rxnorm_ingredient_evidence
33029,viburnum prunifolium bark,no_rxnorm_ingredient_evidence
33030,vicagrel,no_rxnorm_ingredient_evidence
33031,vicasinabin,no_rxnorm_ingredient_evidence
33032,vicatertide,no_rxnorm_ingredient_evidence
33033,vicide,no_rxnorm_ingredient_evidence
33034,vicriviroc,no_rxnorm_ingredient_evidence
33037,vidofludimus,no_rxnorm_ingredient_evidence
33038,vidofludimus calcium anhydrous,no_rxnorm_ingredient_evidence
33039,vidoflufolastat (18f),no_rxnorm_ingredient_evidence
33040,vidupiprant,no_rxnorm_ingredient_evidence
33041,vidutolimod,no_rxnorm_ingredient_evidence
33043,vilamakitug,no_rxnorm_ingredient_evidence
33046,vilaprisan,no_rxnorm_ingredient_evidence
33053,vimdemer,no_rxnorm_ingredient_evidence
33054,vimekofusp,no_rxnorm_ingredient_evidence
33055,viminol,no_rxnorm_ingredient_evidence
33056,vimirogant,no_rxnorm_ingredient_evidence
33057,vimnerixin,no_rxnorm_ingredient_evidence
33060,vinbarbital sodium,no_rxnorm_ingredient_evidence
33061,vinblasin,no_rxnorm_ingredient_evidence
33062,vinblastine n-oxide,no_rxnorm_ingredient_evidence
33064,vinca alkaloid,no_rxnorm_ingredient_evidence
33065,vinca rosea extract,no_rxnorm_ingredient_evidence
33067,vincanol,no_rxnorm_ingredient_evidence
33068,vincantril,no_rxnorm_ingredient_evidence
33069,vinces,no_rxnorm_ingredient_evidence
33070,vincofos,no_rxnorm_ingredient_evidence
33071,vinconate,no_rxnorm_ingredient_evidence
33072,vincosid,no_rxnorm_ingredient_evidence
33073,vincran,no_rxnorm_ingredient_evidence
33074,vincrex,no_rxnorm_ingredient_evidence
33075,vincrifil,no_rxnorm_ingredient_evidence
33076,vincrin,no_rxnorm_ingredient_evidence
33077,vincrisin,no_rxnorm_ingredient_evidence
33078,vincrisol,no_rxnorm_ingredient_evidence
33080,vincristinesulfaat,no_rxnorm_ingredient_evidence
33081,vincristinsulfat,no_rxnorm_ingredient_evidence
33082,vincrisul,no_rxnorm_ingredient_evidence
33083,vindeburnol,no_rxnorm_ingredient_evidence
33084,vinelbine,no_rxnorm_ingredient_evidence
33085,vinepidine sulfate,no_rxnorm_ingredient_evidence
33086,vinformide,no_rxnorm_ingredient_evidence
33087,vinglycinate sulfate,no_rxnorm_ingredient_evidence
33088,vinleurosine,no_rxnorm_ingredient_evidence
33089,vinmegallate,no_rxnorm_ingredient_evidence
33090,vinorelbel,no_rxnorm_ingredient_evidence
33091,vinorelbine tartrate emulsion,no_rxnorm_ingredient_evidence
33092,vinorelbine tartrate oral,no_rxnorm_ingredient_evidence
33093,vinotec,no_rxnorm_ingredient_evidence
33095,vinpoline,no_rxnorm_ingredient_evidence
33096,vinracin,no_rxnorm_ingredient_evidence
33097,vinracine,no_rxnorm_ingredient_evidence
33098,vinrosidine,no_rxnorm_ingredient_evidence
33099,vinrosidine sulfate,no_rxnorm_ingredient_evidence
33100,vinstin,no_rxnorm_ingredient_evidence
33101,vintafolide,no_rxnorm_ingredient_evidence
33102,vintec,no_rxnorm_ingredient_evidence
33103,vintesomeran,no_rxnorm_ingredient_evidence
33104,vintiamol,no_rxnorm_ingredient_evidence
33105,vintoperol,no_rxnorm_ingredient_evidence
33106,vintor,no_rxnorm_ingredient_evidence
33107,vintriptol,no_rxnorm_ingredient_evidence
33108,vinyl ether,no_rxnorm_ingredient_evidence
33109,vinylbital,no_rxnorm_ingredient_evidence
33110,vinylglycine,no_rxnorm_ingredient_evidence
33111,vinylsulfonic acid,no_rxnorm_ingredient_evidence
33112,vinzolidine sulfate,no_rxnorm_ingredient_evidence
33113,violaxanthin,no_rxnorm_ingredient_evidence
33114,viomycin,no_rxnorm_ingredient_evidence
33115,viomycin sulfate,no_rxnorm_ingredient_evidence
33116,vipadenant,no_rxnorm_ingredient_evidence
33117,vipalanebart,no_rxnorm_ingredient_evidence
33118,viper antivenom,ambiguous_legacy_anchor_evidence
33120,vipoglanstat,no_rxnorm_ingredient_evidence
33121,viprostol,no_rxnorm_ingredient_evidence
33122,viqualine,no_rxnorm_ingredient_evidence
33124,vir201,no_rxnorm_ingredient_evidence
33125,viraferonpeg,no_rxnorm_ingredient_evidence
33126,viral dna synthesis inhibitor,no_rxnorm_ingredient_evidence
33127,viral macrophage-inflammatory protein,no_rxnorm_ingredient_evidence
33128,viral rna,no_rxnorm_ingredient_evidence
33129,viral small rna,no_rxnorm_ingredient_evidence
33130,viral vector-gene complex,no_rxnorm_ingredient_evidence
33131,viralym-c,no_rxnorm_ingredient_evidence
33132,virax,no_rxnorm_ingredient_evidence
33133,virest,no_rxnorm_ingredient_evidence
33134,virgin coconut oil mouth rinse,no_rxnorm_ingredient_evidence
33136,virginiamycin m1,no_rxnorm_ingredient_evidence
33137,virginiamycin s1,no_rxnorm_ingredient_evidence
33138,viridofulvin,no_rxnorm_ingredient_evidence
33139,virin,no_rxnorm_ingredient_evidence
33140,virless,no_rxnorm_ingredient_evidence
33141,virolfi,no_rxnorm_ingredient_evidence
33142,virox,no_rxnorm_ingredient_evidence
33143,viroxime,no_rxnorm_ingredient_evidence
33144,virucid,no_rxnorm_ingredient_evidence
33145,virulizin,no_rxnorm_ingredient_evidence
33146,virupos,no_rxnorm_ingredient_evidence
33147,virus specific t-cell,no_rxnorm_ingredient_evidence
33148,virval,no_rxnorm_ingredient_evidence
33149,viscosity modifying excipient,no_rxnorm_ingredient_evidence
33150,visepegenatide,no_rxnorm_ingredient_evidence
33151,visilizumab,no_rxnorm_ingredient_evidence
33152,visnadine,no_rxnorm_ingredient_evidence
33153,visnafylline,no_rxnorm_ingredient_evidence
33154,visometin cation,no_rxnorm_ingredient_evidence
33155,vista-targeting agent,no_rxnorm_ingredient_evidence
33156,vistusertib,no_rxnorm_ingredient_evidence
33157,visualin,no_rxnorm_ingredient_evidence
33158,visugromab,no_rxnorm_ingredient_evidence
33159,visumetazone,no_rxnorm_ingredient_evidence
33160,vit-100,no_rxnorm_ingredient_evidence
33162,vitamin a/c/e-zinc/copper-based supplement,no_rxnorm_ingredient_evidence
33163,vitamin a/vitamin c/vitamin e/zinc gluconate/selenium/coenzyme q10/l-glutathione/l-methionine/taurine/n-acetyl-l-cysteine/superoxide dismutase/catalase-containing supplement,no_rxnorm_ingredient_evidence
33164,vitamin b 12 factor iiim,no_rxnorm_ingredient_evidence
33165,vitamin b6 complexed with 2-amino-hexanoic acid,no_rxnorm_ingredient_evidence
33166,vitamin b6 complexed with 2-amino-pentanoic acid,no_rxnorm_ingredient_evidence
33167,vitamin d3 analogue ilx23-7553,no_rxnorm_ingredient_evidence
33168,vitamin k antagonist,no_rxnorm_ingredient_evidence
33169,vitamin k1-containing urea skin cream,no_rxnorm_ingredient_evidence
33170,vitamin k2-rich cheese,no_rxnorm_ingredient_evidence
33172,vitamins/minerals/proteins-based synthetic meal replacement,no_rxnorm_ingredient_evidence
33173,vitaxin,no_rxnorm_ingredient_evidence
33174,vitazon,no_rxnorm_ingredient_evidence
33175,vitespen,no_rxnorm_ingredient_evidence
33176,vitex agnus-castus fruit extract,no_rxnorm_ingredient_evidence
33178,vitis vinifera seed,ambiguous_legacy_anchor_evidence
33179,vixarelimab,no_rxnorm_ingredient_evidence
33180,vixicovtogene oboplasmid,no_rxnorm_ingredient_evidence
33181,vixotrigine,no_rxnorm_ingredient_evidence
33182,vixotrigine hydrochloride,no_rxnorm_ingredient_evidence
33183,vixtimotamab,no_rxnorm_ingredient_evidence
33184,vk-0214,no_rxnorm_ingredient_evidence
33185,vk-2809,no_rxnorm_ingredient_evidence
33186,vl-2397,no_rxnorm_ingredient_evidence
33187,vlts-589,no_rxnorm_ingredient_evidence
33188,vlx-1005,no_rxnorm_ingredient_evidence
33189,vlx-1570,no_rxnorm_ingredient_evidence
33190,vm4-037,no_rxnorm_ingredient_evidence
33191,vmd-928,no_rxnorm_ingredient_evidence
33192,vo659,no_rxnorm_ingredient_evidence
33193,voacamine,no_rxnorm_ingredient_evidence
33194,voalla,no_rxnorm_ingredient_evidence
33195,vobarilizumab,no_rxnorm_ingredient_evidence
33196,vobramitamab duocarmazine,no_rxnorm_ingredient_evidence
33197,vocacapsaicin,no_rxnorm_ingredient_evidence
33198,vocacapsaicin hydrochloride,no_rxnorm_ingredient_evidence
33199,vocimagene amiretrorepvec,no_rxnorm_ingredient_evidence
33200,vociprotafib,no_rxnorm_ingredient_evidence
33202,vodobatinib,no_rxnorm_ingredient_evidence
33203,vodudeutentan,no_rxnorm_ingredient_evidence
33204,vofatamab,no_rxnorm_ingredient_evidence
33205,vofopitant,no_rxnorm_ingredient_evidence
33206,vofopitant dihydrochloride,no_rxnorm_ingredient_evidence
33207,voglibose,no_rxnorm_ingredient_evidence
33208,volagidemab,no_rxnorm_ingredient_evidence
33209,volamcabtagene durzigedleucel,no_rxnorm_ingredient_evidence
33211,volasertib,no_rxnorm_ingredient_evidence
33212,volasertib trihydrochloride,no_rxnorm_ingredient_evidence
33213,volazocine,no_rxnorm_ingredient_evidence
33214,volazocine hydrochloride,no_rxnorm_ingredient_evidence
33215,volenrelaxin,no_rxnorm_ingredient_evidence
33216,volinanserin,no_rxnorm_ingredient_evidence
33217,volixibat,no_rxnorm_ingredient_evidence
33218,volixibat potassium,no_rxnorm_ingredient_evidence
33219,volociximab,no_rxnorm_ingredient_evidence
33220,volpristin,no_rxnorm_ingredient_evidence
33221,volrubigene ralaparvovec,no_rxnorm_ingredient_evidence
33222,volrustomig,no_rxnorm_ingredient_evidence
33223,voluloride,no_rxnorm_ingredient_evidence
33224,vomceran,no_rxnorm_ingredient_evidence
33225,vomiban,no_rxnorm_ingredient_evidence
33226,vomigo,no_rxnorm_ingredient_evidence
33227,vomikind,no_rxnorm_ingredient_evidence
33228,vomiset,no_rxnorm_ingredient_evidence
33229,vomitron,no_rxnorm_ingredient_evidence
33230,vomiz,no_rxnorm_ingredient_evidence
33232,vonafexor,no_rxnorm_ingredient_evidence
33233,vonapanitase,no_rxnorm_ingredient_evidence
33234,vonau,no_rxnorm_ingredient_evidence
33235,vonaz,no_rxnorm_ingredient_evidence
33237,vonifimod,no_rxnorm_ingredient_evidence
33238,vonlerolizumab,no_rxnorm_ingredient_evidence
33239,vonsetamig,no_rxnorm_ingredient_evidence
33240,vopratelimab,no_rxnorm_ingredient_evidence
33241,vor33,no_rxnorm_ingredient_evidence
33245,voraxase,no_rxnorm_ingredient_evidence
33246,voraze,no_rxnorm_ingredient_evidence
33249,voricort,no_rxnorm_ingredient_evidence
33250,vorier,no_rxnorm_ingredient_evidence
33251,vorina,no_rxnorm_ingredient_evidence
33253,vorirx,no_rxnorm_ingredient_evidence
33254,voritek,no_rxnorm_ingredient_evidence
33255,voritrol,no_rxnorm_ingredient_evidence
33256,voriva,no_rxnorm_ingredient_evidence
33257,vorizol,no_rxnorm_ingredient_evidence
33258,vornorexant,no_rxnorm_ingredient_evidence
33259,vorolanib,no_rxnorm_ingredient_evidence
33260,voroste,no_rxnorm_ingredient_evidence
33261,vorozole,no_rxnorm_ingredient_evidence
33262,vorsetuzumab mafodotin,no_rxnorm_ingredient_evidence
33264,vortioxetine hemihydrobromide,no_rxnorm_ingredient_evidence
33265,voruciclib,no_rxnorm_ingredient_evidence
33266,vorumotide,no_rxnorm_ingredient_evidence
33267,vorwell,no_rxnorm_ingredient_evidence
33268,vorzole,no_rxnorm_ingredient_evidence
33269,vorzu,no_rxnorm_ingredient_evidence
33270,vosaroxin,no_rxnorm_ingredient_evidence
33272,votoplam,no_rxnorm_ingredient_evidence
33273,voxergolide,no_rxnorm_ingredient_evidence
33275,voxtalisib,no_rxnorm_ingredient_evidence
33276,voxvoganan,no_rxnorm_ingredient_evidence
33277,vp-14637,no_rxnorm_ingredient_evidence
33278,vp025,no_rxnorm_ingredient_evidence
33279,vpm1002,no_rxnorm_ingredient_evidence
33280,vpm4001,no_rxnorm_ingredient_evidence
33281,vpo-227,no_rxnorm_ingredient_evidence
33282,vs-4718,no_rxnorm_ingredient_evidence
33283,vs-5584,no_rxnorm_ingredient_evidence
33284,vsf-173,no_rxnorm_ingredient_evidence
33285,vt-1598,no_rxnorm_ingredient_evidence
33286,vt30 topical gel,no_rxnorm_ingredient_evidence
33287,vtp-194204,no_rxnorm_ingredient_evidence
33288,vtp-201227,no_rxnorm_ingredient_evidence
33289,vtp-27999,no_rxnorm_ingredient_evidence
33290,vtx-801,no_rxnorm_ingredient_evidence
33291,vtx-803,no_rxnorm_ingredient_evidence
33292,vudalimab,no_rxnorm_ingredient_evidence
33293,vulolisib,no_rxnorm_ingredient_evidence
33294,vunakizumab,no_rxnorm_ingredient_evidence
33295,vupanorsen,no_rxnorm_ingredient_evidence
33296,vupanorsen sodium,no_rxnorm_ingredient_evidence
33297,vurolenatide,no_rxnorm_ingredient_evidence
33298,vusolimogene oderparepvec,no_rxnorm_ingredient_evidence
33299,vutiglabridin,no_rxnorm_ingredient_evidence
33301,vx-148,no_rxnorm_ingredient_evidence
33302,vx-702,no_rxnorm_ingredient_evidence
33303,vx-765,no_rxnorm_ingredient_evidence
33304,vxa-cov2-1,no_rxnorm_ingredient_evidence
33305,vxm01,no_rxnorm_ingredient_evidence
33306,vy-htt01,no_rxnorm_ingredient_evidence
33308,vyxeos liposomal,no_rxnorm_ingredient_evidence
33309,w_pro1 cancer vaccine,no_rxnorm_ingredient_evidence
33310,waran,no_rxnorm_ingredient_evidence
33311,warf,no_rxnorm_ingredient_evidence
33312,warfa,no_rxnorm_ingredient_evidence
33313,warfant,no_rxnorm_ingredient_evidence
33314,warfar,no_rxnorm_ingredient_evidence
33315,warfarex,no_rxnorm_ingredient_evidence
33317,warfil,no_rxnorm_ingredient_evidence
33318,warfin,no_rxnorm_ingredient_evidence
33319,warin,no_rxnorm_ingredient_evidence
33320,warlin,no_rxnorm_ingredient_evidence
33321,washed microbiota transplantation,no_rxnorm_ingredient_evidence
33323,water o-15,no_rxnorm_ingredient_evidence
33324,water repelling excipient,no_rxnorm_ingredient_evidence
33325,water-based vaginal lubricant,no_rxnorm_ingredient_evidence
33326,watercress,no_rxnorm_ingredient_evidence
33327,watermelon,no_rxnorm_ingredient_evidence
33328,way-151693,no_rxnorm_ingredient_evidence
33329,wee1 inhibitor,no_rxnorm_ingredient_evidence
33330,wee1 kinase inhibitor debio 0123,no_rxnorm_ingredient_evidence
33331,wee1 kinase inhibitor imp7068,no_rxnorm_ingredient_evidence
33332,weiditrin,no_rxnorm_ingredient_evidence
33333,welgenaleucel,no_rxnorm_ingredient_evidence
33334,welldom,no_rxnorm_ingredient_evidence
33335,wepox,no_rxnorm_ingredient_evidence
33336,werifrin,no_rxnorm_ingredient_evidence
33337,werner syndrome helicase inhibitor,no_rxnorm_ingredient_evidence
33338,west nile immune globulin,no_rxnorm_ingredient_evidence
33339,wetting excipient,no_rxnorm_ingredient_evidence
33340,wf10,no_rxnorm_ingredient_evidence
33342,wheat bran,no_rxnorm_ingredient_evidence
33344,whey,no_rxnorm_ingredient_evidence
33345,whey protein isolate-based nutritional supplement,no_rxnorm_ingredient_evidence
33346,white catfish,no_rxnorm_ingredient_evidence
33348,white mustard seed,no_rxnorm_ingredient_evidence
33349,white pepper,no_rxnorm_ingredient_evidence
33350,white petrolatum/minerals,no_rxnorm_ingredient_evidence
33351,who essential anti-infective medicine,no_rxnorm_ingredient_evidence
33352,who essential cancer medicine,no_rxnorm_ingredient_evidence
33353,who essential medicine,no_rxnorm_ingredient_evidence
33354,who essential pain and palliative care medicine,no_rxnorm_ingredient_evidence
33355,wiatrim,no_rxnorm_ingredient_evidence
33356,wild type and mutant mgmt vector,no_rxnorm_ingredient_evidence
33357,wilfactin,ambiguous_legacy_anchor_evidence
33358,willardiine,no_rxnorm_ingredient_evidence
33359,wilms tumor-associated antisense rna,no_rxnorm_ingredient_evidence
33360,wiltran,no_rxnorm_ingredient_evidence
33361,win 55212-2,no_rxnorm_ingredient_evidence
33362,win-54954,no_rxnorm_ingredient_evidence
33363,windex,no_rxnorm_ingredient_evidence
33364,wine grape,no_rxnorm_ingredient_evidence
33365,winol,no_rxnorm_ingredient_evidence
33366,winsprin,no_rxnorm_ingredient_evidence
33367,wistar rabies virus strain pm-1503-3m vaccine,no_rxnorm_ingredient_evidence
33369,wl-1002,no_rxnorm_ingredient_evidence
33370,wnt signaling inhibitor sm04755,no_rxnorm_ingredient_evidence
33371,wnt signaling pathway inhibitor,no_rxnorm_ingredient_evidence
33372,wnt signaling pathway inhibitor sm08502,no_rxnorm_ingredient_evidence
33373,wnt-974,no_rxnorm_ingredient_evidence
33374,wobe-mugos e,no_rxnorm_ingredient_evidence
33375,wobenzym,no_rxnorm_ingredient_evidence
33376,wofungin,no_rxnorm_ingredient_evidence
33378,wood dust,no_rxnorm_ingredient_evidence
33380,wortmannin,no_rxnorm_ingredient_evidence
33381,wp-1066,no_rxnorm_ingredient_evidence
33382,wp-1122,no_rxnorm_ingredient_evidence
33383,wp-1301,no_rxnorm_ingredient_evidence
33384,wr 2026,no_rxnorm_ingredient_evidence
33385,wr 6026,no_rxnorm_ingredient_evidence
33386,wrn inhibitor ro7589831,no_rxnorm_ingredient_evidence
33387,wrr-112,no_rxnorm_ingredient_evidence
33388,wrr-204,no_rxnorm_ingredient_evidence
33389,wrr-99,no_rxnorm_ingredient_evidence
33390,wsd-0922,no_rxnorm_ingredient_evidence
33391,wt-1 122 long,no_rxnorm_ingredient_evidence
33392,wt-1 331 long,no_rxnorm_ingredient_evidence
33393,wt-1 427 long,no_rxnorm_ingredient_evidence
33394,wt-1 a1,no_rxnorm_ingredient_evidence
33395,wt-1 peptide vaccine,no_rxnorm_ingredient_evidence
33396,wt1 124-138 peptide vaccine,no_rxnorm_ingredient_evidence
33397,wt1 126-134 peptide vaccine,no_rxnorm_ingredient_evidence
33398,wt1 235-243 peptide vaccine,no_rxnorm_ingredient_evidence
33399,wt1 247-261 peptide vaccine,no_rxnorm_ingredient_evidence
33400,wt1-h/k-help-survivin-h/k-help-mage-a4-h / k-help-muc1-22 peptide-loaded autologous dendritic cells,no_rxnorm_ingredient_evidence
33401,wt1-sensitized allogeneic t-lymphocytes,no_rxnorm_ingredient_evidence
33402,wt1-targeted il-2-based fusion protein cue-102,no_rxnorm_ingredient_evidence
33403,wt1/psma/htert-encoding plasmid dna ino-5401,no_rxnorm_ingredient_evidence
33404,wtx-bortezomib,no_rxnorm_ingredient_evidence
33405,wu-cart-007,no_rxnorm_ingredient_evidence
33406,wu-ling-san,no_rxnorm_ingredient_evidence
33407,wu-nk-101,no_rxnorm_ingredient_evidence
33408,wve-003,no_rxnorm_ingredient_evidence
33409,wve-n531,no_rxnorm_ingredient_evidence
33410,wx-uk1,no_rxnorm_ingredient_evidence
33411,wymesone,no_rxnorm_ingredient_evidence
33412,wypal,no_rxnorm_ingredient_evidence
33413,wzb-117,no_rxnorm_ingredient_evidence
33414,x inactive specific transcript,no_rxnorm_ingredient_evidence
33415,x-165,no_rxnorm_ingredient_evidence
33416,x-plat,no_rxnorm_ingredient_evidence
33417,x-trant,no_rxnorm_ingredient_evidence
33418,x-trim,no_rxnorm_ingredient_evidence
33419,xa-zole,no_rxnorm_ingredient_evidence
33420,xagrid,no_rxnorm_ingredient_evidence
33421,xaliproden,no_rxnorm_ingredient_evidence
33422,xalnesiran sodium,no_rxnorm_ingredient_evidence
33423,xaloplat,no_rxnorm_ingredient_evidence
33424,xaluprine,no_rxnorm_ingredient_evidence
33425,xaluritamig,no_rxnorm_ingredient_evidence
33428,xanafide,no_rxnorm_ingredient_evidence
33432,xanor,no_rxnorm_ingredient_evidence
33433,xanoxate sodium,no_rxnorm_ingredient_evidence
33434,xanoxic acid,no_rxnorm_ingredient_evidence
33437,xanthine oxidase inhibitor,no_rxnorm_ingredient_evidence
33440,xanthiol,no_rxnorm_ingredient_evidence
33441,xanthium strumarium pollen,ambiguous_legacy_anchor_evidence
33443,xanthocillin,no_rxnorm_ingredient_evidence
33444,xanthohumol,no_rxnorm_ingredient_evidence
33445,xantifibrate,no_rxnorm_ingredient_evidence
33446,xantocillin,no_rxnorm_ingredient_evidence
33447,xantofyl palmitate,no_rxnorm_ingredient_evidence
33448,xaparin,no_rxnorm_ingredient_evidence
33449,xasone,no_rxnorm_ingredient_evidence
33450,xav-19,no_rxnorm_ingredient_evidence
33451,xazotrim,no_rxnorm_ingredient_evidence
33452,xbira,no_rxnorm_ingredient_evidence
33453,xcellerate,no_rxnorm_ingredient_evidence
33454,xcytrin,no_rxnorm_ingredient_evidence
33455,xelaglifam,no_rxnorm_ingredient_evidence
33456,xeligekimab,no_rxnorm_ingredient_evidence
33459,xemilofiban,no_rxnorm_ingredient_evidence
33460,xemilofiban hydrochloride,no_rxnorm_ingredient_evidence
33461,xempritolimod,no_rxnorm_ingredient_evidence
